연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
13068,인천광역시 연수구,이복집,일반음식점,한식,"인천광역시 연수구 컨벤시아대로 81(지상2층 210,211호 송도동, 드림씨티)",정상
13069,인천광역시 연수구,이북할매,일반음식점,한식,"인천광역시 연수구 청룡로50번길 10(옥련동,지상1층)",정상
13070,인천광역시 연수구,이삐마켓,일반음식점,분식,"인천광역시 연수구 컨벤시아대로 100(601동 121호 송도동, 현대힐스테이트)",정상
13071,인천광역시 연수구,이사반점,일반음식점,중국식,"인천광역시 연수구 비류대로294번길 32-24(청학동, 지상1층)",정상
13072,인천광역시 연수구,이삭,일반음식점,한식,"인천광역시 연수구 먼우금로63번길 13(지하1층 동춘동, 이삭볼링장)",정상
13073,인천광역시 연수구,이삭토스트,일반음식점,기타,"인천광역시 연수구 선학로68번길 3(선학동,외1필지 102호 지상1층선학1로6)",정상
13074,인천광역시 연수구,이색곰탕,일반음식점,분식,인천광역시 연수구 샘말로38번길 14(지상1층 연수동),정상
13075,인천광역시 연수구,이순신 통영 김밥,일반음식점,분식,"인천광역시 연수구 컨벤시아대로 50(송도동, 푸르지오월드마크 1단지 140호)",정상
13076,인천광역시 연수구,이스토리(Lee STORY),일반음식점,호프/통닭,"인천광역시 연수구 새말로 51(연수동, 지상1층)",정상
13077,인천광역시 연수구,이스트바이 게이트(EAST by GATE),일반음식점,"외국음식전문점(인도,태국등)","인천광역시 연수구 송도국제대로 123(송도동, 현대프리미엄아울렛 지상1층)",정상
13078,인천광역시 연수구,이아,일반음식점,일식,"인천광역시 연수구 컨벤시아대로 70(송도동, 힐스테이트 302동 106호)",정상
13079,인천광역시 연수구,이어도참치,일반음식점,일식,"인천광역시 연수구 능허대로 217(옥련동, 지상1,2,3층)",정상
13080,인천광역시 연수구,이자까야류,일반음식점,호프/통닭,"인천광역시 연수구 샘말로44번길 10(연수동,지상1층)",정상
13081,인천광역시 연수구,이자카야 슛,일반음식점,정종/대포집/소주방,"인천광역시 연수구 새말로46번길 1(연수동, 지상1층)",정상
13082,인천광역시 연수구,이장네 포차,일반음식점,한식,인천광역시 연수구 청학로6번길 7(부흥빌라 c동 지상1층 102호 청학동),정상
13083,인천광역시 연수구,이제상식당,일반음식점,한식,인천광역시 연수구 하모니로36번길 3(은하프라자 지상2층 일부4호 송도동),정상
13084,인천광역시 연수구,이조빈대떡,일반음식점,기타,"인천광역시 연수구 먼우금로222번길 41(연수동,지상1층여울목길4)",정상
13085,인천광역시 연수구,이지붕어빵,일반음식점,기타,인천광역시 연수구 아트센터대로 131(커낼워크D2 SUMMER 201동 지상1층 129호 송도동),정상
13086,인천광역시 연수구,이집떡볶이,일반음식점,분식,인천광역시 연수구 청학로12번길 77(1층 청학동),정상
13087,인천광역시 연수구,이차돌(인천동춘점),일반음식점,한식,인천광역시 연수구 앵고개로246번길 35(대원빌딩 101호 동춘동),정상
13088,인천광역시 연수구,이참치는 못참치,일반음식점,회집,"인천광역시 연수구 컨벤시아대로 60(푸르지오월드마크 135,145호 송도동, 푸르지오월드마크)",정상
13089,인천광역시 연수구,이태리마담 연수점,일반음식점,정종/대포집/소주방,인천광역시 연수구 샘말로 77(1층 연수동),정상
13090,인천광역시 연수구,이화수왕만두,일반음식점,분식,"인천광역시 연수구 원인재로 180(연수동,우성2차A 우성쇼핑지하26호 2동지하1층)",정상
13091,인천광역시 연수구,인기명(인천송도점),일반음식점,한식,인천광역시 연수구 송도과학로 32(송도테크노파크IT센터 A동 107호 송도동),정상
13092,인천광역시 연수구,인더그레이(In the Grey),일반음식점,경양식,인천광역시 연수구 샘말로21번길 11(지하1층 연수동),정상
13093,인천광역시 연수구,인생극장,일반음식점,식육(숯불구이),"인천광역시 연수구 샘말로61번길 2(연수동, 지상1층)",정상
13094,인천광역시 연수구,인생닭강정 송도1호점,일반음식점,호프/통닭,"인천광역시 연수구 송도과학로27번길 55(롯데캐슬 캠퍼스타운 302동 C-106호 송도동, 롯데캐슬 캠퍼스타운)",정상
13095,인천광역시 연수구,인생닭강정 송도e편한세상점,일반음식점,호프/통닭,"인천광역시 연수구 랜드마크로 113(B-2동 지상1층 114일부호 송도동, e편한세상 송도)",정상
13096,인천광역시 연수구,인생아구찜 연수점,일반음식점,한식,인천광역시 연수구 벚꽃로158번길 12(1층 일부호 연수동),정상
13097,인천광역시 연수구,인생족발 연수점,일반음식점,식육(숯불구이),인천광역시 연수구 벚꽃로158번길 9(1층 연수동),정상
13098,인천광역시 연수구,인싸푸드,일반음식점,분식,인천광역시 연수구 청능말로7번길 20(1층 상가 일부호 청학동),정상
13099,인천광역시 연수구,인싸푸드 본점,일반음식점,"외국음식전문점(인도,태국등)","인천광역시 연수구 컨벤시아대로42번길 12(송도 코오롱 더 프라우 2단지 202동 110호 송도동, 송도 코오롱 더 프라우 2단지)",정상
13100,인천광역시 연수구,인쌩맥주 송도센트럴파크점,일반음식점,호프/통닭,"인천광역시 연수구 인천타워대로 257(아트포레 A동 A-104,A-105호 송도동)",정상
13101,인천광역시 연수구,인쌩맥주 송도타임스페이스점,일반음식점,기타,"인천광역시 연수구 하모니로 158(송도타임스페이스 C-111,C-112호 송도동)",정상
13102,인천광역시 연수구,인쌩맥주 인천연수점,일반음식점,호프/통닭,"인천광역시 연수구 청능대로113번길 32(연수동, 지상1층)",정상
13103,인천광역시 연수구,인쌩맥주 인천옥련점,일반음식점,호프/통닭,인천광역시 연수구 한나루로 199(지상1층 일부호 옥련동),정상
13104,인천광역시 연수구,인아시아 F&B(에프엔비),일반음식점,한식,"인천광역시 연수구 송도과학로16번길 33-3(C동 지하2층 B203호 송도동, 송도트리플스트리트)",정상
13105,인천광역시 연수구,인천 참나무 장작구이,일반음식점,기타,인천광역시 연수구 벚꽃로158번길 39(지상1층 연수동),정상
13106,인천광역시 연수구,인천대교집,일반음식점,식육(숯불구이),인천광역시 연수구 해송로30번길 34-18(103호 송도동),정상
13107,인천광역시 연수구,인천밤,일반음식점,호프/통닭,"인천광역시 연수구 학나래로117번길 4(105호 선학동, 장환맨션)",정상
13108,인천광역시 연수구,인천상륙덮글이,일반음식점,기타,인천광역시 연수구 청능대로 75(iMC 9 201일부5호 청학동),정상
13109,인천광역시 연수구,인천집,일반음식점,기타,"인천광역시 연수구 샘말로8번길 13-18(연수동,지상1층)",정상
13110,인천광역시 연수구,인천콩나물국밥,일반음식점,한식,인천광역시 연수구 청량로113번길 12(지상1층 옥련동),정상
13111,인천광역시 연수구,인하찹쌀순대,일반음식점,한식,"인천광역시 연수구 벚꽃로 106(청학동, 연수광장프라자 103호)",정상
13112,인천광역시 연수구,일(1),일반음식점,기타,인천광역시 연수구 학나래로6번길 57(지상3층 선학동),정상
13113,인천광역시 연수구,일등안주,일반음식점,정종/대포집/소주방,인천광역시 연수구 샘말로 106-7(지상1층 일부호 연수동),정상
13114,인천광역시 연수구,일등양평해장국 송도스마트밸리점,일반음식점,한식,"인천광역시 연수구 송도미래로 30(송도동, 스마트밸리F동 104호)",정상
13115,인천광역시 연수구,일락꼬치상회,일반음식점,기타,인천광역시 연수구 샘말로21번길 14-7(1층 연수동),정상
13116,인천광역시 연수구,일리카페,일반음식점,기타,"인천광역시 연수구 테크노파크로 151(송도동, 지상1층)",정상
13117,인천광역시 연수구,일문,일반음식점,일식,"인천광역시 연수구 컨벤시아대로 126(푸르지오월드마크 8단지 144호 송도동, 푸르지오월드마크)",정상
13118,인천광역시 연수구,일미리금계찜닭,일반음식점,한식,"인천광역시 연수구 송도문화로28번길 28(202동 지상1층 2-134호 송도동, 송도글로벌캠퍼스푸르지오)",정상
13119,인천광역시 연수구,일미찌게백반,일반음식점,한식,"인천광역시 연수구 송도미래로 30(에프동 203호 송도동, 송도비알씨 스마트벨리 지식산업센터)",정상
13120,인천광역시 연수구,일번지,일반음식점,기타,인천광역시 연수구 샘말로62번길 9(2동 지하1층 연수동),정상
13121,인천광역시 연수구,일번지족발,일반음식점,중국식,인천광역시 연수구 함박로4번길 62(1층 일부호 연수동),정상
13122,인천광역시 연수구,일삼일 131,일반음식점,기타,"인천광역시 연수구 컨벤시아대로 126(송도동, 대우푸르지오 월드마크 8단지 131호)",정상
13123,인천광역시 연수구,일신우일신,일반음식점,식육(숯불구이),인천광역시 연수구 경원대로483번길 14(지상1층 선학동),정상
13124,인천광역시 연수구,일억원,일반음식점,중국식,인천광역시 연수구 인천타워대로54번길 9(에몬스프라자 114호 송도동),정상
13125,인천광역시 연수구,일이육펍(126 PUB),일반음식점,기타,"인천광역시 연수구 컨벤시아대로 80(인천송도힐스테이트 401동 126호 송도동, 인천송도힐스테이트)",정상
13126,인천광역시 연수구,일일칠닷,일반음식점,기타,인천광역시 연수구 하모니로 271(송도 코스테이 주건축물 제1동 지상1층 117호 송도동),정상
13127,인천광역시 연수구,일품 양평해장국 인천대점,일반음식점,한식,"인천광역시 연수구 하모니로 271(송도 코스테이 주건축물 제1동 2층 208,209호 송도동)",정상
13128,인천광역시 연수구,일품 양평해장국(송도캠퍼스타운점),일반음식점,한식,"인천광역시 연수구 송도과학로27번길 55(301동 지상1층 B-117호 송도동, 롯데캐슬 캠퍼스타운)",정상
13129,인천광역시 연수구,일품마라탕,일반음식점,"외국음식전문점(인도,태국등)",인천광역시 연수구 하모니로 158(송도타임스페이스 1층 B-123호 송도동),정상
13130,인천광역시 연수구,일품양평해장국(엠씨넥스점),일반음식점,한식,"인천광역시 연수구 송도과학로16번길 13-39(엠씨넥스 타워 120,121호 송도동)",정상
13131,인천광역시 연수구,임시정부,일반음식점,정종/대포집/소주방,"인천광역시 연수구 신송로118번길 9(송도동,위드프리상뜨 108호)",정상
13132,인천광역시 연수구,임파스토,일반음식점,경양식,인천광역시 연수구 아트센터대로 203(송도 센트럴파크 푸르지오시티 138호 송도동),정상
13133,인천광역시 연수구,임페리아 푸드,일반음식점,"외국음식전문점(인도,태국등)",인천광역시 연수구 비류대로433번길 21(1층 연수동),정상
13134,인천광역시 연수구,임페리아푸드(Imperia foods),일반음식점,호프/통닭,인천광역시 연수구 함박로 78(지상1층 연수동),정상
