연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
12880,인천광역시 연수구,왕십리 조개창고,일반음식점,한식,"인천광역시 연수구 컨벤시아대로 81(드림시티 201,201-1호 송도동)",정상
12881,인천광역시 연수구,왕십리곱창,일반음식점,한식,"인천광역시 연수구 학나래로118번길 40(선학동,지상1층)",정상
12882,인천광역시 연수구,왕십리불막창,일반음식점,한식,"인천광역시 연수구 먼우금로 19(동춘동,동남아파트상가동 110호)",정상
12883,인천광역시 연수구,왕애,일반음식점,호프/통닭,"인천광역시 연수구 새말로 70(연수동,우정상가 지상3층)",정상
12884,인천광역시 연수구,왕짬뽕,일반음식점,중국식,"인천광역시 연수구 한나루로196번길 14(옥련동,지상1층)",정상
12885,인천광역시 연수구,왕참치,일반음식점,일식,인천광역시 연수구 학나래로118번길 48(선학동),정상
12886,인천광역시 연수구,왕코등갈비,일반음식점,한식,"인천광역시 연수구 용담로 73(청학동,지상1층)",정상
12887,인천광역시 연수구,요기족이 송도점,일반음식점,호프/통닭,"인천광역시 연수구 랜드마크로 68(301동 1층 21호,22호 송도동, 랜드마크시티센트럴더샵)",정상
12888,인천광역시 연수구,요녀석 파스타&필라프 연수점,일반음식점,경양식,인천광역시 연수구 샘말로87번길 7-17(1층 연수동),정상
12889,인천광역시 연수구,요동성,일반음식점,중국식,"인천광역시 연수구 옥련로 33(지상2층 201호 옥련동, 현대아파트상가)",정상
12890,인천광역시 연수구,요로코부,일반음식점,일식,"인천광역시 연수구 센트럴로 194(A동 123호 송도동, 더샵 센트럴파크2)",정상
12891,인천광역시 연수구,욜로와Food,일반음식점,분식,인천광역시 연수구 해돋이로84번길 30(송도금호어울림상가동 지상1층 106호 송도동),정상
12892,인천광역시 연수구,용가마순대,일반음식점,한식,"인천광역시 연수구 신송로125번길 13(송도동,아크리아 1 114호지상1층)",정상
12893,인천광역시 연수구,용담골,일반음식점,기타,"인천광역시 연수구 용담로76번길 8-1(청학동,지상1층)",정상
12894,인천광역시 연수구,용담돈까스,일반음식점,경양식,인천광역시 연수구 용담로 50(지상1층 청학동),정상
12895,인천광역시 연수구,용담푸드,일반음식점,한식,"인천광역시 연수구 컨벤시아대로 80(401동 131호 송도동, 인천송도힐스테이트)",정상
12896,인천광역시 연수구,용두레,일반음식점,한식,인천광역시 연수구 예술로20번길 41(지상2층 선학동),정상
12897,인천광역시 연수구,용싸롱,일반음식점,기타,"인천광역시 연수구 벚꽃로158번길 27(연수동,지상1층)",정상
12898,인천광역시 연수구,용용선생 송도점,일반음식점,중국식,"인천광역시 연수구 하모니로 144(판매시설동 지상1층 A104,105,106호 송도동, 송도 지웰 푸르지오시티)",정상
12899,인천광역시 연수구,용이푸드,일반음식점,한식,인천광역시 연수구 먼우금로252번길 27-16(1층 일부호 연수동),정상
12900,인천광역시 연수구,용천각,일반음식점,중국식,"인천광역시 연수구 먼우금로 19(119,120호 동춘동, 동남아파트상가)",정상
12901,인천광역시 연수구,용추골미궁순대,일반음식점,한식,"인천광역시 연수구 앵고개로254번길 19-6(동춘동,103, 104호번영3가10)",정상
12902,인천광역시 연수구,용추골미궁순대(송도BT점),일반음식점,한식,인천광역시 연수구 송도과학로 56(송도테크노파크 BT센터 208호 송도동),정상
12903,인천광역시 연수구,용호동 낙지 인천송도점,일반음식점,한식,"인천광역시 연수구 송도과학로16번길 33-3(C동 지하층 B101a,B202호 송도동, 송도 트리플스트리트)",정상
12904,인천광역시 연수구,우 스페이스(WOO SPACE),일반음식점,기타,"인천광역시 연수구 아트센터대로 131(커낼워크D2 SUMMER 201동 203,204호 송도동)",정상
12905,인천광역시 연수구,우나기노 켄,일반음식점,한식,"인천광역시 연수구 청량로70번길 8(동춘동, 지하1층, 지상1층)",정상
12906,인천광역시 연수구,우돈타이 무가타,일반음식점,"외국음식전문점(인도,태국등)",인천광역시 연수구 경원대로483번길 17(길도빌딩 지하1층 선학동),정상
12907,인천광역시 연수구,우돈플러스,일반음식점,식육(숯불구이),인천광역시 연수구 용담로62번길 19(1층 청학동),정상
12908,인천광역시 연수구,우드(WOOD),일반음식점,기타,인천광역시 연수구 아트센터대로 107(커낼워크D3 AUTUMN 301동 지상2층 214호 송도동),정상
12909,인천광역시 연수구,우래손칼국수,일반음식점,분식,인천광역시 연수구 능허대로123번길 28(옥련동),정상
12910,인천광역시 연수구,우렁쌈밥 대패정식,일반음식점,한식,"인천광역시 연수구 동곡재로49번길 8(동춘동,지상1층)",정상
12911,인천광역시 연수구,우리가먹어본,일반음식점,분식,"인천광역시 연수구 해돋이로 107(송도동, 더퍼스트월드 D동 12호)",정상
12912,인천광역시 연수구,우리네코다리,일반음식점,한식,"인천광역시 연수구 하모니로36번길 17(송도동,은하프라자 201호,202호지상2층)",정상
12913,인천광역시 연수구,우리농부김밥 송도점,일반음식점,분식,"인천광역시 연수구 아트센터대로 107(302동 154호 송도동, 커넬워크 가을동)",정상
12914,인천광역시 연수구,우리동네 꼬마김밥,일반음식점,정종/대포집/소주방,인천광역시 연수구 청량로184번길 54(1층 옥련동),정상
12915,인천광역시 연수구,우리동네 포차,일반음식점,정종/대포집/소주방,인천광역시 연수구 청학로5번길 19(지상1층 청학동),정상
12916,인천광역시 연수구,우리동네국수,일반음식점,한식,"인천광역시 연수구 원인재로 315(상가동 107호 연수동, 주공1단지, 2단지아파트)",정상
12917,인천광역시 연수구,우리두리,일반음식점,한식,"인천광역시 연수구 한나루로196번길 13-4(3호 옥련동, 지상1층)",정상
12918,인천광역시 연수구,우리식당,일반음식점,한식,인천광역시 연수구 비류대로232번길 22(지하1층 옥련동),정상
12919,인천광역시 연수구,우리집,일반음식점,한식,인천광역시 연수구 청룡로42번길 18(지상1층 옥련동),정상
12920,인천광역시 연수구,우리집 식당,일반음식점,한식,인천광역시 연수구 함박로 50(3층 연수동),정상
12921,인천광역시 연수구,우리할매떡볶이 송도점,일반음식점,기타,"인천광역시 연수구 센트럴로 160(송도센트럴파크푸르지오 판매시설동 179호 송도동, 송도센트럴파크푸르지오)",정상
12922,인천광역시 연수구,우리할매떡볶이 연수점,일반음식점,분식,인천광역시 연수구 용담로 115(파크타워 104호 연수동),정상
12923,인천광역시 연수구,우림한방삼계탕,일반음식점,한식,인천광역시 연수구 경원대로467번길 33(온누리빌딩 2층 선학동),정상
12924,인천광역시 연수구,우마카,일반음식점,식육(숯불구이),"인천광역시 연수구 하모니로 158(송도타임스페이스 지상1층 D-123,124호 송도동)",정상
12925,인천광역시 연수구,우만당,일반음식점,패밀리레스토랑,인천광역시 연수구 아트센터대로 222(아트센터 인천콘서트홀 1층 일부호 송도동),정상
12926,인천광역시 연수구,우물가 향목,일반음식점,한식,인천광역시 연수구 능허대로446번길 26(1층 동춘동),정상
12927,인천광역시 연수구,우미참치,일반음식점,일식,"인천광역시 연수구 인천타워대로197번길 16(리치센트럴 지상1층 178호,179호 송도동)",정상
12928,인천광역시 연수구,우미학 현대프리미엄아울렛 송도점,일반음식점,한식,"인천광역시 연수구 송도국제대로 123(현대프리미엄 아울렛 송도점바베나인 앞, 요리다움 옆 지하1층 송도동)",정상
12929,인천광역시 연수구,우본,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 81(송도동, 드림시티 지상2층 209호)",정상
12930,인천광역시 연수구,우사(송도점),일반음식점,식육(숯불구이),인천광역시 연수구 능허대로267번길 58(동춘동),정상
12931,인천광역시 연수구,우성한식,일반음식점,한식,"인천광역시 연수구 원인재로 180(연수동, 우성아파트상가 지층27호)",정상
12932,인천광역시 연수구,우시야 송도점,일반음식점,식육(숯불구이),"인천광역시 연수구 센트럴로 160(판매시설동 151호 송도동, 송도센트럴파크푸르지오)",정상
12933,인천광역시 연수구,우심,일반음식점,한식,"인천광역시 연수구 센트럴로 160(판매시설동 1층 142호,143호 송도동, 송도센트럴파크푸르지오)",정상
12934,인천광역시 연수구,우심적,일반음식점,한식,"인천광역시 연수구 송도문화로28번길 27(근린생활시설2동 1층 102호 송도동, 송도글로벌파크베르디움)",정상
12935,인천광역시 연수구,우아한밤,일반음식점,경양식,인천광역시 연수구 하모니로 158(송도타임스페이스 D-220호 송도동),정상
12936,인천광역시 연수구,우와끼,일반음식점,일식,"인천광역시 연수구 아트센터대로 131(커낼워크D2 SUMMER 201동 지상1층 123,124호 송도동)",정상
12937,인천광역시 연수구,우이며녹,일반음식점,기타,"인천광역시 연수구 센트럴로 263(송도동, 송도국제업무단지c-2블럭 지상1층IBS빌딩)",정상
12938,인천광역시 연수구,우정 소갈비,일반음식점,식육(숯불구이),"인천광역시 연수구 하모니로 144(B104,105호 송도동, 송도 지웰 푸르지오시티)",정상
12939,인천광역시 연수구,우주라이크 앤 송도점,일반음식점,기타,"인천광역시 연수구 송도문화로28번길 28(202동 지상1층 2-108호 송도동, 글로벌 캠퍼스 푸르지오)",정상
12940,인천광역시 연수구,우주만물상 연수점,일반음식점,경양식,인천광역시 연수구 함박로 34(103호 연수동),정상
12941,인천광역시 연수구,우쥬비어,일반음식점,호프/통닭,인천광역시 연수구 샘말로8번길 7-13(1층 연수동),정상
12942,인천광역시 연수구,우치노카츠 송도점,일반음식점,경양식,"인천광역시 연수구 컨벤시아대로 50(지상1층 110호 송도동, 푸르지오월드마크)",정상
12943,인천광역시 연수구,우쿠야 옥련1호점,일반음식점,한식,"인천광역시 연수구 독배로40번길 11(지상2층 205호 옥련동, 효명프라자)",정상
12944,인천광역시 연수구,우판등심,일반음식점,한식,"인천광역시 연수구 청량로 61(동춘동, 지하1층, 지상1층)",정상
12945,인천광역시 연수구,우한판,일반음식점,냉면집,인천광역시 연수구 한나루로 100(지상1층 옥련동),정상
12946,인천광역시 연수구,우화미,일반음식점,식육(숯불구이),"인천광역시 연수구 청량로113번길 34(1층일부, 2층 옥련동)",정상
12947,인천광역시 연수구,울림,일반음식점,기타,인천광역시 연수구 능허대로151번길 16(1층 옥련동),정상
12948,인천광역시 연수구,울엄마김치찌개삼겹살,일반음식점,한식,"인천광역시 연수구 경원대로467번길 22(선학동, 지상1층)",정상
12949,인천광역시 연수구,웅이네오돌뼈,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 90(502동 119호 송도동, 인천송도힐스테이트)",정상
12950,인천광역시 연수구,웅이네오돌뼈,일반음식점,식육(숯불구이),인천광역시 연수구 청명로17번길 21(지상1층 청학동),정상
12951,인천광역시 연수구,웅파이 송도커넬워크점,일반음식점,기타,인천광역시 연수구 아트센터대로 107(커낼워크D3 AUTUMN 301동 지상1층 104호 송도동),정상
12952,인천광역시 연수구,원 감자탕,일반음식점,한식,"인천광역시 연수구 청학로6번길 94(청학동, 지상1층 일부)",정상
12953,인천광역시 연수구,원래는 치킨집을 할려고 했었다 연수점,일반음식점,호프/통닭,"인천광역시 연수구 새말로99번길 17(연수동, 지상1층)",정상
12954,인천광역시 연수구,원스,일반음식점,호프/통닭,"인천광역시 연수구 컨벤시아대로 126(151호 송도동, 푸르지오월드마크)",정상
12955,인천광역시 연수구,원쓰부,일반음식점,중국식,인천광역시 연수구 용담로125번길 44(지상1층 연수동),정상
12956,인천광역시 연수구,원양,일반음식점,일식,"인천광역시 연수구 독배로 20(옥련동,남해빌딩지상2층독배길14)",정상
12957,인천광역시 연수구,원양참치,일반음식점,일식,인천광역시 연수구 함박로 72(지상1층 연수동),정상
12958,인천광역시 연수구,원일레븐(One Eleven),일반음식점,경양식,인천광역시 연수구 인천타워대로 257(아트포레 C동 1층 C-111호 송도동),정상
12959,인천광역시 연수구,원조 부안집(연수점),일반음식점,한식,인천광역시 연수구 샘말로21번길 18(1층 연수동),정상
12960,인천광역시 연수구,원조 시골밴댕이,일반음식점,한식,인천광역시 연수구 벚꽃로 90(1층 청학동),정상
12961,인천광역시 연수구,원조닭똥집식당,일반음식점,기타,"인천광역시 연수구 샘말로61번길 5(연수동,2동지상1층)",정상
12962,인천광역시 연수구,원조명태본가,일반음식점,한식,인천광역시 연수구 앵고개로254번길 19-6(서진빌딩 1층 동춘동),정상
12963,인천광역시 연수구,원조부안집(옥련점),일반음식점,식육(숯불구이),"인천광역시 연수구 독배로 29(옥련동, 윤프라자 1층 8호9호)",정상
12964,인천광역시 연수구,원조즉석김밥,일반음식점,분식,"인천광역시 연수구 원인재로 180(연수동,우성상가 28호 2동지하1층)",정상
12965,인천광역시 연수구,원주추어탕(인천연수점),일반음식점,탕류(보신용),인천광역시 연수구 샘말로38번길 15(1층 연수동),정상
12966,인천광역시 연수구,원할머니보쌈 인천 옥련점,일반음식점,한식,"인천광역시 연수구 독배로 41(옥련동,지상2층)",정상
12967,인천광역시 연수구,원할머니보쌈 족발 송도8공구점,일반음식점,한식,인천광역시 연수구 센트럴로 415(힐스테이트 송도 더테라스 판매시설동 1층 184호 송도동),정상
12968,인천광역시 연수구,원할머니보쌈(연수점),일반음식점,한식,"인천광역시 연수구 청능대로113번길 26(연수동,지상1층)",정상
12969,인천광역시 연수구,원할머니보쌈(인천송도점),일반음식점,한식,"인천광역시 연수구 신송로 121(지상2층 209호 송도동, 센타프라자)",정상
12970,인천광역시 연수구,월계수 프로볶음밥&돈까스,일반음식점,한식,"인천광역시 연수구 해돋이로 107(E동 지상1층 상가12호 송도동, 송도 더샵 퍼스트월드)",정상
12971,인천광역시 연수구,월계수식당,일반음식점,한식,인천광역시 연수구 송도국제대로 123(현대프리미엄 아울렛 송도점 지하1층 송도동),정상
12972,인천광역시 연수구,월드,일반음식점,기타,"인천광역시 연수구 청능대로78번길 39(동춘동, 지상1층)",정상
12973,인천광역시 연수구,월드푸드 사천마라탕,일반음식점,중국식,인천광역시 연수구 용담로62번길 32(1층 청학동),정상
12974,인천광역시 연수구,월수금 통돼지 김치찌개,일반음식점,한식,"인천광역시 연수구 센트럴로 232(송도동, 센트럴파크1 E동 179호, 180호)",정상
12975,인천광역시 연수구,웨스턴 스토리,일반음식점,기타,"인천광역시 연수구 송도과학로16번길 33-3(송도 트리플스트리트 C동 121a일부, 218a호 송도동)",정상
12976,인천광역시 연수구,웨이 사이드,일반음식점,,"인천광역시 연수구 새말로99번길 16(연수동,1동 지상1층벗거리3가10)",정상
12977,인천광역시 연수구,웨잇레인,일반음식점,경양식,인천광역시 연수구 송도과학로28번길 50(더샵 송도트리플타워 West 지상2층 201호 송도동),정상
12978,인천광역시 연수구,웰메이드팜,일반음식점,기타,"인천광역시 연수구 컨벤시아대로 81(송도동,드림시티 134호 지상1층)",정상
12979,인천광역시 연수구,웰빙 보리밥,일반음식점,한식,"인천광역시 연수구 청학로5번길 16-7(청학동, 청학동 525-4 지상1층)",정상
12980,인천광역시 연수구,웰빙밥집,일반음식점,뷔페식,인천광역시 연수구 인천타워대로197번길 16(리치센트럴 2층 222호 송도동),정상
12981,인천광역시 연수구,웰컴 장작구이,일반음식점,경양식,인천광역시 연수구 능허대로151번길 1(1층 옥련동),정상
12982,인천광역시 연수구,웰컴바틀즈,일반음식점,호프/통닭,인천광역시 연수구 솔밭로 67(지하1층 일부호 동춘동),정상
12983,인천광역시 연수구,윈드,일반음식점,한식,인천광역시 연수구 샘말로 15-10(지하1층 연수동),정상
12984,인천광역시 연수구,윈디시티(windy city),일반음식점,한식,"인천광역시 연수구 컨벤시아대로 81(드림시티 1층 146, 147호 송도동)",정상
12985,인천광역시 연수구,윈디시티펍,일반음식점,경양식,인천광역시 연수구 하모니로 158(송도타임스페이스 B-122호 송도동),정상
12986,인천광역시 연수구,유,일반음식점,라이브카페,"인천광역시 연수구 샘말로43번길 3(연수동,2동 지하1층맛고을길 15)",정상
12987,인천광역시 연수구,유가네닭갈비 송도신도시점,일반음식점,한식,"인천광역시 연수구 컨벤시아대로 69(219호 송도동, 송도밀레니엄)",정상
12988,인천광역시 연수구,유가네닭갈비 송도트리플스트리트점,일반음식점,식육(숯불구이),"인천광역시 연수구 송도과학로16번길 33-2(B동 지하3층 B303a호 송도동, 송도트리플스트리트)",정상
12989,인천광역시 연수구,유노연탄불고기,일반음식점,한식,"인천광역시 연수구 센트럴로 232(A동 121호 송도동, 더샵센트럴파크1)",정상
12990,인천광역시 연수구,유니푸드,일반음식점,한식,"인천광역시 연수구 인천타워대로 323(송도 센트로드 상가동 D-106,107호 송도동)",정상
12991,인천광역시 연수구,유미카츠 송도점,일반음식점,경양식,"인천광역시 연수구 컨벤시아대로 81(지상1층 124호 송도동, 드림씨티)",정상
12992,인천광역시 연수구,유미카츠 인천대입구역점,일반음식점,한식,인천광역시 연수구 하모니로 158(송도타임스페이스 B동 1층 B-114호 송도동),정상
12993,인천광역시 연수구,유미카츠 인천연수점,일반음식점,경양식,인천광역시 연수구 용담로118번길 7(천지프라자 지상1층 102호 연수동),정상
12994,인천광역시 연수구,유별난 뒷고기 냉면,일반음식점,한식,인천광역시 연수구 능허대로 199(1층 옥련동),정상
12995,인천광역시 연수구,유서방짬뽕,일반음식점,중국식,"인천광역시 연수구 용담로125번길 42(연수동, 지상1층)",정상
12996,인천광역시 연수구,유에(YUE),일반음식점,중국식,"인천광역시 연수구 컨벤시아대로 153(쉐라톤인천호텔 지상4층, 지하1층창고 송도동)",정상
12997,인천광역시 연수구,유유,일반음식점,호프/통닭,"인천광역시 연수구 컨벤시아대로 81(지상2층 213호 송도동, 드림시티)",정상
12998,인천광역시 연수구,유정,일반음식점,중국식,"인천광역시 연수구 벚꽃로 114(지상1층 115호 연수동, 연수블랫슬)",정상
12999,인천광역시 연수구,유진식당 꼼장어와 곱창,일반음식점,한식,인천광역시 연수구 경원대로467번길 32(지상1층 선학동),정상
13000,인천광역시 연수구,유진초밥,일반음식점,일식,"인천광역시 연수구 앵고개로104번길 22(102호 동춘동, 송도파크자이)",정상
13001,인천광역시 연수구,유캔두잇,일반음식점,호프/통닭,"인천광역시 연수구 컨벤시아대로 90(송도동,현대힐스테이트 501동 143호 지상1층)",정상
13002,인천광역시 연수구,유케야 송도캠퍼스타운점,일반음식점,한식,"인천광역시 연수구 송도과학로27번길 55(롯데캐슬 캠퍼스타운 301동 B-111호 송도동, 롯데캐슬 캠퍼스타운)",정상
13003,인천광역시 연수구,유케야 연수점,일반음식점,한식,"인천광역시 연수구 청명로31번길 1(청학동,지상1층명경2가1)",정상
13004,인천광역시 연수구,육가,일반음식점,기타,인천광역시 연수구 앵고개로246번길 39-22(청산빌딩 1층 동춘동),정상
13005,인천광역시 연수구,육감만족 송도퍼스트파크점,일반음식점,식육(숯불구이),인천광역시 연수구 컨벤시아대로230번길 42(송도아라플라자 1층 104호 송도동),정상
13006,인천광역시 연수구,육공구참숯화로구이,일반음식점,식육(숯불구이),"인천광역시 연수구 송도문화로28번길 28(203동 지상1층 106,107,108호 송도동, 글로벌캠퍼스푸르지오)",정상
13007,인천광역시 연수구,육꼬집,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 80(송도동, 힐스테이트 402동 107,108,109호, 지상1층)",정상
13008,인천광역시 연수구,육대장(송도점),일반음식점,탕류(보신용),"인천광역시 연수구 컨벤시아대로 60(송도동, 대우푸르지오월드마크2단지 155,156,157,158호)",정상
13009,인천광역시 연수구,육마니 송도더테라스점,일반음식점,한식,인천광역시 연수구 센트럴로 415(힐스테이트 송도 더테라스 판매시설동 130호 송도동),정상
13010,인천광역시 연수구,육미가,일반음식점,식육(숯불구이),"인천광역시 연수구 용담로85번길 32(청학동,우림빌딩 지상1층)",정상
13011,인천광역시 연수구,육본심,일반음식점,식육(숯불구이),인천광역시 연수구 앵고개로246번길 39-5(지상1층 동춘동),정상
13012,인천광역시 연수구,육선과 삼합,일반음식점,한식,"인천광역시 연수구 학나래로 26(선학동, 지상1층)",정상
13013,인천광역시 연수구,육시리 송도 밀레니엄점,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 69(송도동, 밀레니엄빌딩 104,105호)",정상
13014,인천광역시 연수구,육시리 송도센트럴파크점,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 126(송도동, 송도푸르지오월드마크 8단지 137호, 138호)",정상
13015,인천광역시 연수구,육식돈까스,일반음식점,경양식,"인천광역시 연수구 능허대로79번길 30(일반상가동 103호 옥련동, 럭키송도아파트)",정상
13016,인천광역시 연수구,육심,일반음식점,식육(숯불구이),"인천광역시 연수구 학나래로118번길 40(선학동,지상1층무학길43)",정상
13017,인천광역시 연수구,육쌈냉면(송도점),일반음식점,냉면집,인천광역시 연수구 신송로125번길 7(송도동),정상
13018,인천광역시 연수구,육창고,일반음식점,식육(숯불구이),"인천광역시 연수구 학나래로118번길 23(선학동, 지상1층 일부)",정상
13019,인천광역시 연수구,육평가배,일반음식점,식육(숯불구이),"인천광역시 연수구 컨벤시아대로 50(1단지 154호 송도동, 푸르지오월드마크)",정상
13020,인천광역시 연수구,육해공 탕수육,일반음식점,분식,"인천광역시 연수구 한나루로105번길 68(상가 지하층 2호 옥련동, 현대4차아파트)",정상
13021,인천광역시 연수구,육해공생칼국수 커낼워크점,일반음식점,한식,인천광역시 연수구 아트센터대로 107(커낼워크D3 AUTUMN 301동 206호 송도동),정상
13022,인천광역시 연수구,육회&연어,일반음식점,분식,"인천광역시 연수구 능허대로446번길 12(지3층 105호 동춘동, 서해그랑블 포레스트)",정상
13023,인천광역시 연수구,육회만드는 사람들 송도 직영점,일반음식점,기타,인천광역시 연수구 하모니로138번길 11(송도캐슬센트럴파크 101동 132호 송도동),정상
13024,인천광역시 연수구,육회본가 트리플점,일반음식점,기타,인천광역시 연수구 송도과학로16번길 33-2(송도 트리플스트리트 B동 101일부105호 송도동),정상
13025,인천광역시 연수구,육회썰,일반음식점,정종/대포집/소주방,인천광역시 연수구 샘말로7번길 4(1층 일부호 연수동),정상
13026,인천광역시 연수구,육회야 문연어 본점,일반음식점,기타,인천광역시 연수구 봉재산로44번길 3(대성빌딩 3층 일부호 동춘동),정상
13027,인천광역시 연수구,육회육포포차,일반음식점,식육(숯불구이),인천광역시 연수구 먼우금로188번길 17(선우빌딩 1층 일부호 연수동),정상
13028,인천광역시 연수구,윤가네 칼국수,일반음식점,한식,"인천광역시 연수구 청룡로30번길 2(옥련동,지상1층)",정상
13029,인천광역시 연수구,윤가네 한식부페,일반음식점,정종/대포집/소주방,인천광역시 연수구 대암로 40(지상1층 옥련동),정상
13030,인천광역시 연수구,윤이불닭발,일반음식점,식육(숯불구이),인천광역시 연수구 용담로 77(1층 일부호 청학동),정상
13031,인천광역시 연수구,은바기식당,일반음식점,기타,"인천광역시 연수구 능허대로123번길 42(옥련동,지상1층)",정상
13032,인천광역시 연수구,은빛고을 한식뷔페,일반음식점,뷔페식,"인천광역시 연수구 송도과학로 70(송도 AT센터 2층 208,209,210,211호 송도동)",정상
13033,인천광역시 연수구,은성해물탕,일반음식점,탕류(보신용),"인천광역시 연수구 샘말로61번길 11(연수동,지상1층맛가람길19)",정상
13034,인천광역시 연수구,은주네 생고기구이전문점,일반음식점,식육(숯불구이),"인천광역시 연수구 송도문화로28번길 28(201동 1-118,119,120호 송도동, 송도글로벌캠퍼스푸르지오)",정상
13035,인천광역시 연수구,은주네생고기김치찌게 전문점,일반음식점,한식,"인천광역시 연수구 송도문화로28번길 28(201동 112호 송도동, 글로벌캠퍼스 푸르지오)",정상
13036,인천광역시 연수구,은행나무집,일반음식점,분식,"인천광역시 연수구 청학로12번길 77(청학동,지상1층)",정상
13037,인천광역시 연수구,은행집,일반음식점,한식,인천광역시 연수구 샘말로 95-11(1층 일부호 연수동),정상
13038,인천광역시 연수구,은혜분식,일반음식점,분식,"인천광역시 연수구 한나루로 194-3(옥련동,지상1층)",정상
13039,인천광역시 연수구,은혜식당,일반음식점,한식,"인천광역시 연수구 독배로82번길 33-1(1층 옥련동, 동아오피스텔상가)",정상
13040,인천광역시 연수구,은혜칼국수,일반음식점,정종/대포집/소주방,인천광역시 연수구 비류대로 216(1층 9호 옥련동),정상
13041,인천광역시 연수구,을지로 골뱅이,일반음식점,기타,인천광역시 연수구 샘말로8번길 7-1(2층 연수동),정상
13042,인천광역시 연수구,을지로골뱅이,일반음식점,호프/통닭,"인천광역시 연수구 학나래로118번길 40(선학동,지상1층)",정상
13043,인천광역시 연수구,을지로골뱅이,일반음식점,호프/통닭,"인천광역시 연수구 샘말로8번길 7-1(연수동,지상1층맛고을안길36)",정상
13044,인천광역시 연수구,을지로골뱅이.치킨,일반음식점,한식,"인천광역시 연수구 먼우금로 19(동춘동,동남A 상가 102호지상1층)",정상
13045,인천광역시 연수구,을찌로국물떡볶이,일반음식점,호프/통닭,인천광역시 연수구 샘말로30번길 20(지상1층 일부호 연수동),정상
13046,인천광역시 연수구,음식공원,일반음식점,기타,인천광역시 연수구 용담로125번길 41(메카리움 106일부호 연수동),정상
13047,인천광역시 연수구,음악여행카페 송도점,일반음식점,기타,인천광역시 연수구 능허대로267번길 29(라마다송도호텔 주5동 지1층 동춘동),정상
13048,인천광역시 연수구,읍천리382 송도국제도시점,일반음식점,기타,"인천광역시 연수구 테크노파크로 113(프리스페이스 101,102호 송도동)",정상
13049,인천광역시 연수구,응급실 국물떡볶이 인천연수점,일반음식점,분식,인천광역시 연수구 용담로 111(아시스타워 1동 1층 111호 연수동),정상
13050,인천광역시 연수구,응급실국물떡볶이 송도BT센터점,일반음식점,분식,인천광역시 연수구 송도과학로 56(송도테크노파크 BT센터 109호 송도동),정상
13051,인천광역시 연수구,응급실국물떡볶이 인천송도국제업무지구역점,일반음식점,분식,인천광역시 연수구 인천타워대로 323(송도 센트로드 상가동 디104호 송도동),정상
13052,인천광역시 연수구,응접실,일반음식점,한식,인천광역시 연수구 능허대로267번길 7(1층 동춘동),정상
13053,인천광역시 연수구,이(e)99,일반음식점,경양식,"인천광역시 연수구 컨벤시아대로 116(102호 송도동, 송도푸르지오월드마크 7단지)",정상
13054,인천광역시 연수구,이가네,일반음식점,한식,"인천광역시 연수구 벚꽃로158번길 48(연수동,2동지상1층)",정상
13055,인천광역시 연수구,이가네 교동짬뽕,일반음식점,경양식,인천광역시 연수구 새말로35번길 9(지상1층 일부호 연수동),정상
13056,인천광역시 연수구,이가네 콩나물과 보리밥,일반음식점,호프/통닭,"인천광역시 연수구 청량로184번길 52(1층 옥련동, 삼선프라자, 103호일부)",정상
13057,인천광역시 연수구,이가네곰탕,일반음식점,탕류(보신용),"인천광역시 연수구 동곡재로 28(1층일부,2층일부 동춘동)",정상
13058,인천광역시 연수구,이가박 감자탕,일반음식점,한식,인천광역시 연수구 청룡로 2(1층 옥련동),정상
13059,인천광역시 연수구,이글,일반음식점,기타,인천광역시 연수구 샘말로 14(지하1층 연수동),정상
13060,인천광역시 연수구,이루다 제면소 송도점,일반음식점,기타,인천광역시 연수구 하모니로178번길 6(2층 212호 송도동),정상
13061,인천광역시 연수구,이만족,일반음식점,한식,"인천광역시 연수구 컨벤시아대로 50(1층 159호 송도동, 푸르지오월드마크)",정상
13062,인천광역시 연수구,이모네주막,일반음식점,기타,"인천광역시 연수구 청학로5번길 18(청학동,지상1층)",정상
13063,인천광역시 연수구,이모네퓨전포장마차,일반음식점,정종/대포집/소주방,인천광역시 연수구 비류대로294번길 32-5(103호 청학동),정상
13064,인천광역시 연수구,이바지,일반음식점,탕류(보신용),인천광역시 연수구 독배로 33(지상1층 옥련동),정상
13065,인천광역시 연수구,이바지 앤 개성손만두,일반음식점,한식,"인천광역시 연수구 독배로 33(옥련동,A동 지상2층)",정상
13066,인천광역시 연수구,이백 회,일반음식점,회집,"인천광역시 연수구 먼우금로 218(연수푸르지오3단지 C-101호 연수동, 연수푸르지오3단지)",정상
13067,인천광역시 연수구,이백장돈가스 인천송도점,일반음식점,경양식,인천광역시 연수구 아트센터대로168번길 100(한라 웨스턴파크 송도 184호 송도동),정상
